UserId,ItemId,Rating,Timestamp,UserAgeGroup,ItemCategory
USR-0166,PRD-0019,,2025-03-12,18-25,Books
USR-0089,PRD-0016,2,2025-04-26,18-25,Clothing
USR-0069,PRD-0013,5,2022-07-30,36-45,Electronics
USR-0157,PRD-0023,1,2022-07-17,36-45,Clothing
USR-0004,PRD-0026,4,2023-04-15,36-45,Home
USR-0053,PRD-0052,5,2024-03-08,36-45,Sports
USR-0144,PRD-0001,4,2024-10-21,46-55,Electronics
USR-0068,PRD-0015,4,2025-03-18,46-55,Electronics
USR-0032,PRD-0001,4,2023-11-13,56+,Books
USR-0076,PRD-0043,3,2023-06-05,18-25,Home
USR-0103,PRD-0008,3,2025-12-19,36-45,Home
USR-0001,PRD-0002,4,2023-09-24,36-45,Electronics
USR-0121,PRD-0013,5,2024-05-04,46-55,Sports
USR-0029,PRD-0031,5,2024-07-27,46-55,Sports
USR-0088,PRD-0001,4,2025-03-22,46-55,Sports
USR-0158,PRD-0046,3,2024-10-07,56+,Sports
USR-0004,PRD-0002,3,2024-11-28,36-45,Books
USR-0179,PRD-0008,5,2023-10-18,46-55,Electronics
USR-0155,PRD-0029,4,2025-10-21,56+,Sports
USR-0072,PRD-0003,4,2025-03-20,18-25,Books
USR-0110,PRD-0005,3,2025-10-14,26-35,Home
USR-0060,PRD-0056,4,2024-07-05,18-25,Clothing
USR-0140,PRD-0032,4,2025-04-06,56+,Clothing
USR-0163,PRD-0057,,2022-12-22,46-55,Clothing
USR-0149,PRD-0050,5,2023-12-27,46-55,Home
USR-0169,PRD-0028,,2023-09-20,36-45,Home
USR-0189,PRD-0034,4,2022-04-03,26-35,Electronics
USR-0093,PRD-0061,4,2025-08-14,18-25,Home
USR-0101,PRD-0025,4,2023-10-23,46-55,Home
USR-0106,PRD-0006,3,2024-12-21,36-45,Clothing
USR-0045,PRD-0026,3,2023-07-15,56+,Home
USR-0179,PRD-0058,,2023-06-23,46-55,Books
USR-0151,PRD-0047,,2022-06-02,46-55,Sports
USR-0002,PRD-0001,4,2025-05-02,56+,Electronics
USR-0114,PRD-0037,3,2022-08-19,36-45,Clothing
USR-0170,PRD-0037,,2022-11-24,36-45,Sports
USR-0191,PRD-0028,3,2025-08-03,56+,Home
USR-0039,PRD-0049,3,2023-07-22,46-55,Clothing
USR-0174,PRD-0062,2,2023-01-09,26-35,Sports
USR-0127,PRD-0003,4,2023-08-01,26-35,Clothing
USR-0156,PRD-0026,3,2023-10-11,46-55,Home
USR-0047,PRD-0052,4,2025-10-10,18-25,Home
USR-0036,PRD-0040,2,2022-06-29,56+,Books
USR-0009,PRD-0042,5,2025-10-11,46-55,Books
USR-0129,PRD-0002,4,2024-06-30,56+,Home
USR-0159,PRD-0015,4,2024-05-11,26-35,Books
USR-0152,PRD-0062,5,2022-11-02,36-45,Sports
USR-0100,PRD-0030,3,2025-04-17,36-45,Home
USR-0185,PRD-0025,2,2024-10-25,46-55,Home
USR-0066,PRD-0045,5,2024-12-21,26-35,Home
USR-0003,PRD-0029,2,2024-11-23,46-55,Books
USR-0158,PRD-0026,3,2024-03-10,18-25,Books
USR-0028,PRD-0033,,2022-07-23,46-55,Electronics
USR-0139,PRD-0056,3,2024-04-04,56+,Clothing
USR-0018,PRD-0053,3,2024-01-21,18-25,Electronics
USR-0058,PRD-0033,3,2022-08-19,46-55,Sports
USR-0015,PRD-0007,3,2022-06-28,18-25,Books
USR-0143,PRD-0012,4,2025-08-16,46-55,Home
USR-0124,PRD-0006,4,2023-07-21,18-25,Home
USR-0058,PRD-0014,4,2024-01-02,36-45,Electronics
USR-0064,PRD-0059,5,2025-12-25,26-35,Clothing
USR-0044,PRD-0030,4,2023-10-10,18-25,Books
USR-0107,PRD-0043,,2025-06-13,26-35,Clothing
USR-0184,PRD-0017,4,2023-06-05,26-35,Home
USR-0095,PRD-0040,4,2024-02-02,56+,Electronics
USR-0181,PRD-0021,4,2025-08-14,26-35,Home
USR-0020,PRD-0041,5,2022-02-14,46-55,Sports
USR-0067,PRD-0010,3,2023-04-13,26-35,Sports
USR-0183,PRD-0020,3,2025-12-03,36-45,Electronics
USR-0174,PRD-0028,3,2022-09-27,26-35,Sports
USR-0001,PRD-0044,3,2022-07-22,36-45,Clothing
USR-0087,PRD-0027,2,2025-03-01,18-25,Books
USR-0182,PRD-0038,4,2024-02-06,46-55,Home
USR-0054,PRD-0015,4,2024-04-29,46-55,Sports
USR-0031,PRD-0010,3,2024-01-08,56+,Books
USR-0005,PRD-0038,4,2022-03-27,46-55,Books
USR-0148,PRD-0001,2,2023-07-03,46-55,Electronics
USR-0073,PRD-0050,5,2023-07-25,56+,Electronics
USR-0134,PRD-0058,3,2023-06-14,46-55,Books
USR-0079,PRD-0014,4,2023-10-15,56+,Electronics
USR-0104,PRD-0033,4,2022-02-24,46-55,Sports
USR-0069,PRD-0015,4,2022-10-11,18-25,Books
USR-0056,PRD-0048,3,2025-09-22,18-25,Electronics
USR-0109,PRD-0059,5,2023-08-15,18-25,Books
USR-0021,PRD-0039,5,2024-10-23,46-55,Electronics
USR-0061,PRD-0004,2,2025-11-24,46-55,Books
USR-0138,PRD-0026,3,2025-07-24,46-55,Electronics
USR-0092,PRD-0023,5,2025-10-02,46-55,Electronics
USR-0027,PRD-0014,4,2025-08-24,56+,Electronics
USR-0066,PRD-0032,3,2022-11-10,18-25,Clothing
USR-0022,PRD-0018,1,2024-05-23,18-25,Books
USR-0034,PRD-0055,2,2024-12-09,36-45,Books
USR-0011,PRD-0048,1,2023-05-13,36-45,Electronics
USR-0118,PRD-0041,3,2022-11-07,46-55,Clothing
USR-0070,PRD-0039,,2022-04-05,18-25,Sports
USR-0115,PRD-0062,5,2023-05-22,26-35,Sports
USR-0015,PRD-0044,4,2024-07-02,36-45,Electronics
USR-0189,PRD-0017,3,2023-11-12,18-25,Sports
USR-0145,PRD-0005,4,2024-08-15,56+,Home
USR-0160,PRD-0057,5,2022-06-29,26-35,Books
USR-0032,PRD-0025,4,2024-03-20,46-55,Books
USR-0144,PRD-0009,5,2025-04-30,36-45,Sports
USR-0008,PRD-0029,3,2023-11-30,46-55,Books
USR-0044,PRD-0043,2,2023-03-21,46-55,Sports
USR-0053,PRD-0029,,2024-11-20,56+,Sports
USR-0031,PRD-0018,4,2024-07-08,46-55,Sports
USR-0172,PRD-0040,3,2024-03-22,26-35,Sports
USR-0097,PRD-0041,5,2025-03-13,46-55,Electronics
USR-0059,PRD-0003,5,2022-04-05,36-45,Home
USR-0132,PRD-0008,3,2022-02-09,26-35,Books
USR-0114,PRD-0043,3,2024-03-05,18-25,Sports
USR-0100,PRD-0038,4,2022-03-17,18-25,Books
USR-0038,PRD-0034,5,2022-02-23,56+,Clothing
USR-0114,PRD-0018,3,2023-09-24,56+,Home
USR-0110,PRD-0020,3,2024-06-05,36-45,Books
USR-0089,PRD-0022,4,2024-12-22,36-45,Sports
USR-0141,PRD-0036,3,2025-09-22,18-25,Books
USR-0014,PRD-0039,2,2022-02-06,36-45,Home
USR-0016,PRD-0033,5,2023-07-26,56+,Books
USR-0056,PRD-0049,5,2022-09-16,46-55,Home
USR-0038,PRD-0013,3,2025-08-22,36-45,Clothing
USR-0026,PRD-0035,4,2024-05-07,56+,Home
USR-0176,PRD-0050,4,2025-12-15,26-35,Home
USR-0007,PRD-0046,5,2022-09-09,36-45,Home
USR-0090,PRD-0062,3,2025-08-26,18-25,Books
USR-0134,PRD-0018,5,2025-03-03,18-25,Electronics
USR-0005,PRD-0004,4,2023-08-04,36-45,Sports
USR-0027,PRD-0013,3,2024-07-19,36-45,Sports
USR-0181,PRD-0034,2,2023-02-22,36-45,Clothing
USR-0025,PRD-0056,5,2025-03-03,18-25,Books
USR-0192,PRD-0002,3,2023-04-03,46-55,Sports
USR-0022,PRD-0041,4,2022-11-20,26-35,Home
USR-0040,PRD-0059,4,2024-05-13,18-25,Home
USR-0171,PRD-0005,2,2022-09-24,56+,Electronics
USR-0035,PRD-0006,4,2023-05-16,26-35,Books
USR-0110,PRD-0029,1,2024-12-31,56+,Books
USR-0120,PRD-0008,4,2023-12-03,56+,Home
USR-0099,PRD-0016,4,2022-03-27,56+,Sports
USR-0073,PRD-0024,,2022-03-03,46-55,Home
USR-0037,PRD-0056,4,2024-01-26,46-55,Clothing
USR-0009,PRD-0032,4,2022-11-03,56+,Home
USR-0045,PRD-0015,4,2024-04-08,26-35,Electronics
USR-0190,PRD-0004,3,2023-05-08,56+,Sports
USR-0051,PRD-0052,3,2024-02-17,18-25,Sports
USR-0067,PRD-0037,5,2022-05-04,56+,Books
USR-0148,PRD-0025,4,2023-12-31,18-25,Clothing
USR-0098,PRD-0038,4,2025-05-16,36-45,Sports
USR-0047,PRD-0047,,2022-10-30,46-55,Sports
USR-0020,PRD-0008,4,2023-03-20,26-35,Books
USR-0156,PRD-0061,4,2023-12-24,46-55,Clothing
USR-0111,PRD-0004,3,2023-08-14,26-35,Home
USR-0139,PRD-0047,3,2025-01-30,36-45,Clothing
USR-0091,PRD-0031,4,2022-02-03,56+,Books
USR-0169,PRD-0060,5,2023-08-13,18-25,Books
USR-0168,PRD-0021,,2023-05-01,46-55,Clothing
USR-0186,PRD-0048,5,2023-03-23,46-55,Sports
USR-0179,PRD-0011,5,2023-01-28,36-45,Books
USR-0146,PRD-0045,4,2022-06-03,26-35,Electronics
USR-0028,PRD-0012,2,2023-10-08,26-35,Books
USR-0015,PRD-0058,2,2022-11-10,46-55,Clothing
USR-0178,PRD-0035,3,2024-06-06,18-25,Clothing
USR-0103,PRD-0009,2,2023-06-20,26-35,Books
USR-0183,PRD-0004,4,2024-04-17,18-25,Clothing
USR-0056,PRD-0032,5,2022-02-04,46-55,Home
USR-0134,PRD-0049,4,2022-12-29,26-35,Home
USR-0030,PRD-0005,3,2025-11-06,26-35,Sports
USR-0041,PRD-0041,2,2023-04-27,56+,Clothing
USR-0014,PRD-0002,5,2023-02-23,18-25,Home
USR-0093,PRD-0056,4,2024-07-18,46-55,Home
USR-0133,PRD-0048,5,2024-03-09,26-35,Sports
USR-0158,PRD-0047,2,2025-07-11,36-45,Clothing
USR-0116,PRD-0030,3,2024-04-05,46-55,Electronics
USR-0047,PRD-0050,2,2024-08-30,18-25,Clothing
USR-0081,PRD-0019,2,2024-08-13,18-25,Home
USR-0093,PRD-0009,2,2025-11-17,46-55,Sports
USR-0101,PRD-0026,4,2025-10-05,26-35,Clothing
USR-0047,PRD-0021,3,2025-08-09,46-55,Books
USR-0113,PRD-0056,,2024-05-24,56+,Home
USR-0036,PRD-0062,2,2022-05-04,26-35,Clothing
USR-0056,PRD-0003,3,2025-07-30,46-55,Clothing
USR-0121,PRD-0013,3,2025-01-21,26-35,Electronics
USR-0103,PRD-0046,4,2025-11-01,36-45,Electronics
USR-0141,PRD-0035,2,2024-12-07,46-55,Home
USR-0016,PRD-0055,3,2022-01-27,56+,Books
USR-0052,PRD-0042,4,2022-07-30,26-35,Books
USR-0096,PRD-0003,3,2022-01-27,26-35,Electronics
USR-0054,PRD-0002,2,2024-08-23,36-45,Clothing
USR-0019,PRD-0048,4,2023-11-08,46-55,Books
USR-0065,PRD-0043,3,2025-02-01,36-45,Home
USR-0177,PRD-0043,,2024-10-15,36-45,Electronics
USR-0165,PRD-0012,2,2022-02-16,56+,Sports
USR-0153,PRD-0013,1,2024-06-10,26-35,Home
USR-0037,PRD-0003,3,2023-03-19,46-55,Books
USR-0050,PRD-0023,3,2022-11-19,46-55,Clothing
USR-0191,PRD-0002,3,2024-08-01,46-55,Home
USR-0192,PRD-0057,5,2023-05-15,18-25,Clothing
USR-0179,PRD-0018,3,2024-08-10,18-25,Books
USR-0077,PRD-0042,4,2022-07-22,26-35,Sports
USR-0134,PRD-0012,5,2025-07-05,18-25,Sports
USR-0132,PRD-0047,5,2022-11-12,36-45,Sports
USR-0121,PRD-0038,4,2024-07-17,18-25,Electronics
USR-0038,PRD-0055,4,2025-04-28,46-55,Home
USR-0035,PRD-0053,3,2023-05-06,56+,Electronics
USR-0043,PRD-0044,3,2022-08-29,26-35,Home
USR-0097,PRD-0028,4,2023-12-08,46-55,Clothing
USR-0070,PRD-0058,3,2025-02-20,56+,Sports
USR-0066,PRD-0032,5,2023-04-11,46-55,Home
USR-0148,PRD-0042,4,2024-01-29,56+,Sports
USR-0178,PRD-0052,5,2022-05-01,36-45,Books
USR-0046,PRD-0048,4,2022-06-28,26-35,Home
USR-0145,PRD-0018,3,2022-01-17,26-35,Clothing
USR-0118,PRD-0016,5,2025-03-02,26-35,Sports
USR-0170,PRD-0056,4,2023-05-22,56+,Electronics
USR-0018,PRD-0008,4,2025-03-01,56+,Sports
USR-0026,PRD-0037,4,2025-10-23,26-35,Electronics
USR-0152,PRD-0003,,2023-11-04,56+,Electronics
USR-0123,PRD-0025,4,2024-06-13,56+,Clothing
USR-0090,PRD-0020,3,2023-04-23,56+,Books
USR-0189,PRD-0012,4,2023-11-17,18-25,Home
USR-0037,PRD-0051,4,2023-05-07,18-25,Books
USR-0056,PRD-0061,5,2024-12-28,18-25,Home
USR-0026,PRD-0004,4,2025-11-01,56+,Clothing
USR-0192,PRD-0050,3,2023-07-21,36-45,Electronics
USR-0005,PRD-0057,3,2022-08-08,36-45,Sports
USR-0109,PRD-0025,4,2025-05-22,36-45,Home
USR-0018,PRD-0052,1,2024-02-10,36-45,Home
USR-0005,PRD-0024,,2024-02-21,18-25,Books
USR-0019,PRD-0023,5,2025-07-08,46-55,Electronics
USR-0037,PRD-0026,4,2022-04-24,56+,Electronics
USR-0091,PRD-0029,5,2024-07-17,36-45,Sports
USR-0146,PRD-0046,3,2023-07-13,36-45,Sports
USR-0002,PRD-0027,,2023-09-01,18-25,Books
USR-0004,PRD-0041,4,2023-04-22,46-55,Home
USR-0189,PRD-0057,4,2024-10-23,36-45,Sports
USR-0179,PRD-0042,3,2025-04-14,36-45,Home
USR-0120,PRD-0045,3,2022-07-16,36-45,Books
USR-0029,PRD-0037,5,2022-04-23,26-35,Home
USR-0092,PRD-0001,2,2025-10-02,18-25,Books
USR-0065,PRD-0056,3,2023-11-19,56+,Clothing
USR-0192,PRD-0016,3,2022-11-05,46-55,Books
USR-0037,PRD-0036,5,2023-12-28,36-45,Home
USR-0078,PRD-0017,4,2025-08-27,18-25,Sports
USR-0157,PRD-0038,4,2023-05-14,26-35,Books
USR-0151,PRD-0039,3,2024-06-08,18-25,Books
USR-0110,PRD-0050,3,2022-05-12,56+,Sports
USR-0160,PRD-0020,3,2023-08-14,56+,Sports
USR-0097,PRD-0048,2,2024-02-20,36-45,Clothing
USR-0058,PRD-0025,4,2025-01-09,46-55,Books
USR-0053,PRD-0049,3,2025-10-23,36-45,Sports
USR-0132,PRD-0029,3,2025-10-24,26-35,Books
USR-0046,PRD-0001,,2022-11-01,18-25,Sports
USR-0029,PRD-0003,3,2023-10-10,36-45,Books
USR-0156,PRD-0016,3,2024-04-20,26-35,Clothing
USR-0118,PRD-0019,4,2023-05-27,18-25,Home
USR-0048,PRD-0053,3,2025-09-15,18-25,Books
