UserId,ItemId,Rating,Timestamp,UserAgeGroup,ItemCategory
USR-0067,MOV-0046,4,2023-08-09,36-45,Horror
USR-0122,MOV-0041,3,2022-03-29,46-55,Horror
USR-0027,MOV-0043,3,2023-04-28,46-55,Drama
USR-0103,MOV-0019,5,2024-05-05,46-55,Comedy
USR-0159,MOV-0028,4,2024-03-25,56+,SciFi
USR-0037,MOV-0007,4,2025-09-11,26-35,Horror
USR-0148,MOV-0022,5,2022-12-01,26-35,SciFi
USR-0160,MOV-0057,3,2025-01-18,56+,Drama
USR-0031,MOV-0067,4,2023-09-19,26-35,Drama
USR-0039,MOV-0046,4,2023-10-17,56+,Comedy
USR-0152,MOV-0003,,2024-05-08,26-35,Drama
USR-0086,MOV-0029,3,2025-12-19,46-55,Drama
USR-0147,MOV-0027,2,2023-03-31,46-55,Drama
USR-0062,MOV-0038,2,2023-12-11,26-35,Comedy
USR-0128,MOV-0006,3,2023-08-24,18-25,SciFi
USR-0071,MOV-0039,5,2024-04-03,56+,Comedy
USR-0074,MOV-0056,4,2022-08-06,26-35,Horror
USR-0156,MOV-0032,4,2025-03-15,46-55,Comedy
USR-0142,MOV-0066,3,2024-07-05,46-55,Action
USR-0146,MOV-0058,1,2024-12-10,56+,Horror
USR-0043,MOV-0009,5,2025-11-01,18-25,Comedy
USR-0115,MOV-0042,4,2024-04-29,36-45,Action
USR-0135,MOV-0026,3,2022-03-09,56+,Comedy
USR-0144,MOV-0029,4,2024-07-29,46-55,Action
USR-0027,MOV-0003,5,2023-08-28,56+,Action
USR-0127,MOV-0029,3,2024-05-21,36-45,Comedy
USR-0059,MOV-0031,4,2025-01-02,26-35,Action
USR-0071,MOV-0063,3,2023-07-20,36-45,Horror
USR-0008,MOV-0043,,2025-12-11,18-25,SciFi
USR-0040,MOV-0035,2,2024-02-29,26-35,Drama
USR-0047,MOV-0046,5,2022-09-25,56+,Horror
USR-0151,MOV-0056,5,2024-06-01,56+,SciFi
USR-0090,MOV-0056,3,2024-05-03,36-45,SciFi
USR-0137,MOV-0066,4,2024-03-17,26-35,Action
USR-0065,MOV-0021,2,2023-11-01,46-55,SciFi
USR-0162,MOV-0043,3,2022-10-25,56+,Comedy
USR-0093,MOV-0024,2,2025-10-10,36-45,Horror
USR-0155,MOV-0002,5,2024-07-14,56+,Action
USR-0091,MOV-0054,2,2022-03-23,46-55,Comedy
USR-0050,MOV-0040,4,2023-12-02,46-55,Drama
USR-0150,MOV-0034,5,2025-09-23,56+,SciFi
USR-0149,MOV-0059,2,2025-02-17,26-35,Drama
USR-0066,MOV-0017,4,2025-08-07,18-25,SciFi
USR-0031,MOV-0061,5,2022-04-17,36-45,Action
USR-0013,MOV-0052,5,2022-03-10,56+,Horror
USR-0124,MOV-0009,5,2024-01-14,18-25,Drama
USR-0110,MOV-0015,5,2023-02-14,18-25,Comedy
USR-0077,MOV-0064,5,2024-12-18,56+,Drama
USR-0042,MOV-0028,2,2023-07-28,26-35,Action
USR-0077,MOV-0039,3,2024-12-11,56+,Action
USR-0104,MOV-0010,3,2024-01-26,26-35,Horror
USR-0059,MOV-0043,2,2022-02-12,46-55,Horror
USR-0105,MOV-0004,4,2024-10-17,18-25,SciFi
USR-0052,MOV-0055,4,2025-11-07,26-35,SciFi
USR-0105,MOV-0045,5,2022-10-02,46-55,SciFi
USR-0114,MOV-0014,4,2022-06-05,56+,Drama
USR-0089,MOV-0023,4,2023-04-13,46-55,Horror
USR-0132,MOV-0027,2,2022-11-16,56+,Horror
USR-0109,MOV-0016,5,2025-11-23,26-35,Action
USR-0112,MOV-0013,5,2024-10-03,56+,Comedy
USR-0087,MOV-0013,,2022-03-31,26-35,Drama
USR-0157,MOV-0039,4,2024-10-12,36-45,Comedy
USR-0073,MOV-0057,,2023-11-09,46-55,Action
USR-0116,MOV-0023,3,2023-08-31,18-25,SciFi
USR-0024,MOV-0040,5,2025-06-13,36-45,Horror
USR-0025,MOV-0062,4,2024-06-24,26-35,Action
USR-0122,MOV-0038,3,2023-11-14,46-55,Comedy
USR-0012,MOV-0002,3,2025-01-22,46-55,Horror
USR-0038,MOV-0009,4,2025-05-08,36-45,SciFi
USR-0010,MOV-0060,5,2022-09-03,46-55,Action
USR-0124,MOV-0023,3,2025-11-19,18-25,Action
USR-0012,MOV-0001,4,2025-01-04,26-35,SciFi
USR-0054,MOV-0008,2,2024-06-25,18-25,Action
USR-0142,MOV-0022,3,2023-10-17,46-55,Drama
USR-0147,MOV-0051,3,2025-11-15,18-25,Comedy
USR-0018,MOV-0034,2,2022-10-16,46-55,Comedy
USR-0039,MOV-0048,3,2023-05-04,26-35,SciFi
USR-0117,MOV-0013,1,2023-11-16,26-35,SciFi
USR-0006,MOV-0018,5,2023-12-10,46-55,Comedy
USR-0129,MOV-0032,3,2025-03-14,26-35,Comedy
USR-0045,MOV-0050,,2023-07-11,46-55,SciFi
USR-0056,MOV-0028,,2024-10-16,36-45,Comedy
USR-0064,MOV-0027,5,2025-10-13,36-45,SciFi
USR-0099,MOV-0046,4,2024-10-05,26-35,Drama
USR-0021,MOV-0016,3,2025-12-26,26-35,Comedy
USR-0059,MOV-0014,,2024-11-07,26-35,Comedy
USR-0051,MOV-0003,3,2022-02-16,46-55,Comedy
USR-0139,MOV-0014,5,2023-02-06,26-35,Drama
USR-0129,MOV-0015,4,2023-06-12,36-45,Drama
USR-0022,MOV-0054,3,2023-02-26,18-25,Drama
USR-0106,MOV-0013,5,2022-08-04,18-25,Horror
USR-0055,MOV-0042,3,2023-10-26,46-55,Action
USR-0132,MOV-0002,5,2022-09-27,46-55,Comedy
USR-0091,MOV-0046,4,2025-08-31,26-35,Comedy
USR-0117,MOV-0035,4,2023-06-11,26-35,Action
USR-0114,MOV-0066,4,2023-04-16,56+,Drama
USR-0028,MOV-0066,3,2025-01-05,18-25,Action
USR-0098,MOV-0013,2,2022-04-07,26-35,Action
USR-0121,MOV-0020,4,2022-12-19,26-35,Comedy
USR-0153,MOV-0018,4,2024-02-07,36-45,SciFi
USR-0123,MOV-0054,,2025-01-11,46-55,Comedy
USR-0051,MOV-0026,3,2023-06-22,18-25,Comedy
USR-0157,MOV-0035,3,2023-12-25,18-25,Horror
USR-0066,MOV-0029,2,2023-09-17,36-45,Action
USR-0038,MOV-0046,2,2023-09-12,46-55,Drama
USR-0084,MOV-0059,2,2025-01-25,46-55,SciFi
USR-0035,MOV-0034,,2025-05-27,36-45,Horror
USR-0058,MOV-0013,4,2025-09-05,36-45,SciFi
USR-0107,MOV-0052,4,2024-09-26,56+,Drama
USR-0037,MOV-0024,4,2022-12-20,56+,Drama
USR-0074,MOV-0055,,2023-12-16,26-35,Action
USR-0078,MOV-0025,4,2023-12-19,56+,Comedy
USR-0033,MOV-0008,3,2025-10-27,56+,Drama
USR-0024,MOV-0035,5,2023-03-28,26-35,SciFi
USR-0008,MOV-0037,3,2022-07-06,36-45,SciFi
USR-0111,MOV-0030,4,2022-01-12,26-35,SciFi
USR-0072,MOV-0062,2,2025-05-27,18-25,Action
USR-0149,MOV-0048,4,2024-03-26,56+,Drama
USR-0022,MOV-0005,4,2022-01-09,46-55,Drama
USR-0020,MOV-0030,4,2025-11-10,36-45,Horror
USR-0115,MOV-0028,3,2023-03-28,36-45,Comedy
USR-0161,MOV-0025,4,2025-09-05,56+,SciFi
USR-0056,MOV-0018,2,2023-04-15,56+,Drama
USR-0160,MOV-0064,4,2025-05-24,36-45,SciFi
USR-0029,MOV-0005,2,2025-06-20,26-35,SciFi
USR-0044,MOV-0011,,2025-01-03,36-45,Comedy
USR-0089,MOV-0046,2,2023-02-20,46-55,Horror
USR-0119,MOV-0018,4,2022-02-04,46-55,Action
USR-0120,MOV-0031,5,2023-12-04,36-45,Action
USR-0116,MOV-0046,3,2022-02-02,26-35,SciFi
USR-0139,MOV-0056,5,2022-08-20,56+,Action
USR-0020,MOV-0008,3,2022-09-03,46-55,Action
USR-0083,MOV-0039,4,2024-01-12,36-45,Comedy
USR-0004,MOV-0029,,2025-12-06,46-55,SciFi
USR-0069,MOV-0022,4,2023-11-26,36-45,Comedy
USR-0070,MOV-0010,2,2025-12-06,18-25,Action
USR-0136,MOV-0034,5,2022-02-04,26-35,Horror
USR-0106,MOV-0042,4,2025-05-24,26-35,Comedy
USR-0125,MOV-0065,5,2024-12-18,18-25,Action
USR-0074,MOV-0055,3,2024-08-16,56+,Drama
USR-0004,MOV-0032,5,2025-01-16,18-25,Horror
USR-0021,MOV-0019,,2022-04-22,46-55,Comedy
USR-0031,MOV-0045,3,2024-05-20,36-45,SciFi
USR-0085,MOV-0052,2,2024-04-23,18-25,SciFi
USR-0131,MOV-0016,4,2023-11-12,18-25,Comedy
USR-0037,MOV-0055,5,2024-02-04,46-55,Action
USR-0119,MOV-0014,2,2022-05-31,46-55,Comedy
USR-0110,MOV-0013,5,2023-10-11,56+,Horror
USR-0081,MOV-0020,5,2025-03-03,56+,Comedy
USR-0133,MOV-0040,5,2024-09-02,36-45,Action
USR-0077,MOV-0041,2,2025-06-14,26-35,Horror
USR-0163,MOV-0015,2,2025-09-19,26-35,Action
USR-0015,MOV-0060,4,2022-01-17,26-35,SciFi
USR-0101,MOV-0065,4,2025-09-05,56+,Horror
USR-0080,MOV-0046,,2022-04-08,36-45,SciFi
USR-0127,MOV-0001,3,2023-11-10,26-35,Action
USR-0062,MOV-0006,3,2022-04-20,36-45,Action
USR-0140,MOV-0009,3,2024-04-08,26-35,Comedy
USR-0096,MOV-0066,,2022-11-05,46-55,Horror
USR-0095,MOV-0054,5,2023-04-25,18-25,SciFi
USR-0045,MOV-0034,3,2023-03-23,46-55,Action
USR-0009,MOV-0061,1,2025-07-13,26-35,Action
USR-0036,MOV-0007,,2024-03-31,26-35,SciFi
USR-0005,MOV-0032,,2023-02-17,36-45,Horror
USR-0017,MOV-0058,4,2025-05-15,18-25,Drama
USR-0118,MOV-0039,4,2023-01-15,56+,Action
USR-0057,MOV-0063,3,2022-06-26,18-25,Horror
USR-0075,MOV-0040,,2023-02-25,18-25,Drama
USR-0088,MOV-0037,3,2023-05-20,26-35,SciFi
USR-0036,MOV-0052,5,2022-02-09,56+,Drama
USR-0076,MOV-0004,,2023-11-07,26-35,Horror
USR-0044,MOV-0017,4,2025-06-04,36-45,Action
USR-0068,MOV-0053,,2022-06-29,26-35,SciFi
USR-0089,MOV-0014,4,2025-03-26,18-25,SciFi
USR-0036,MOV-0013,,2022-09-06,36-45,Drama
USR-0118,MOV-0001,2,2025-07-17,18-25,Comedy
USR-0044,MOV-0038,5,2023-05-02,56+,Action
USR-0109,MOV-0024,3,2022-01-27,26-35,Horror
USR-0069,MOV-0055,5,2023-11-03,46-55,Comedy
USR-0131,MOV-0039,3,2022-10-08,36-45,Horror
USR-0009,MOV-0036,5,2023-04-21,36-45,Comedy
USR-0059,MOV-0030,,2024-09-16,56+,SciFi
USR-0143,MOV-0033,4,2023-04-01,46-55,Drama
USR-0069,MOV-0016,4,2025-06-16,18-25,Comedy
USR-0108,MOV-0018,3,2024-12-05,56+,Comedy
USR-0109,MOV-0007,5,2025-01-21,56+,Action
USR-0124,MOV-0015,2,2025-03-30,18-25,Horror
USR-0016,MOV-0047,,2025-03-18,46-55,Action
USR-0156,MOV-0044,4,2023-08-11,56+,Comedy
USR-0046,MOV-0039,5,2022-10-17,26-35,Drama
USR-0015,MOV-0055,4,2022-10-01,56+,Comedy
USR-0072,MOV-0057,3,2025-05-28,18-25,Action
USR-0013,MOV-0030,4,2024-06-14,26-35,SciFi
USR-0119,MOV-0061,3,2025-07-27,36-45,SciFi
USR-0053,MOV-0024,4,2025-12-23,36-45,Horror
USR-0046,MOV-0025,4,2023-04-22,36-45,Action
USR-0044,MOV-0014,4,2024-03-18,36-45,Action
USR-0052,MOV-0011,4,2022-09-12,46-55,Action
USR-0072,MOV-0061,3,2024-05-12,36-45,Horror
USR-0072,MOV-0008,,2023-08-12,56+,Drama
USR-0135,MOV-0002,4,2023-09-07,26-35,SciFi
USR-0077,MOV-0006,2,2023-12-05,26-35,Drama
USR-0048,MOV-0052,3,2025-10-23,18-25,Drama
USR-0010,MOV-0058,4,2022-05-31,26-35,Action
USR-0073,MOV-0067,4,2024-08-12,56+,Horror
USR-0161,MOV-0064,2,2022-01-02,36-45,SciFi
USR-0030,MOV-0031,3,2023-01-22,46-55,Comedy
USR-0050,MOV-0004,2,2023-10-27,56+,Drama
USR-0058,MOV-0030,5,2025-05-02,36-45,Horror
USR-0073,MOV-0023,3,2023-02-10,46-55,Horror
USR-0038,MOV-0065,4,2022-08-12,56+,Horror
USR-0120,MOV-0057,4,2024-09-30,18-25,SciFi
USR-0014,MOV-0015,3,2023-11-24,46-55,Horror
USR-0122,MOV-0053,4,2022-06-04,18-25,SciFi
USR-0099,MOV-0001,5,2024-04-14,46-55,Drama
USR-0035,MOV-0014,4,2023-12-17,26-35,Drama
USR-0127,MOV-0053,4,2024-07-24,36-45,Horror
USR-0164,MOV-0047,,2023-10-31,36-45,Horror
USR-0053,MOV-0052,2,2024-01-19,36-45,Action
USR-0165,MOV-0035,4,2022-09-09,56+,Drama
USR-0126,MOV-0040,2,2025-01-20,26-35,Drama
USR-0101,MOV-0033,4,2025-01-06,46-55,SciFi
USR-0152,MOV-0009,5,2025-04-29,56+,SciFi
USR-0021,MOV-0005,,2025-08-20,26-35,Comedy
USR-0135,MOV-0055,3,2024-11-23,18-25,SciFi
USR-0154,MOV-0047,4,2025-11-03,46-55,Horror
USR-0022,MOV-0066,3,2025-05-25,36-45,SciFi
USR-0078,MOV-0045,,2024-05-03,46-55,SciFi
USR-0099,MOV-0054,3,2025-07-24,56+,Action
USR-0022,MOV-0061,3,2023-08-02,56+,Horror
USR-0051,MOV-0011,3,2024-09-26,26-35,Horror
USR-0077,MOV-0036,3,2023-05-17,46-55,Drama
USR-0041,MOV-0040,3,2024-02-25,26-35,Comedy
USR-0075,MOV-0036,,2024-10-11,36-45,Action
USR-0152,MOV-0035,2,2024-02-10,56+,SciFi
USR-0077,MOV-0060,3,2024-01-28,18-25,Horror
USR-0134,MOV-0059,5,2025-03-09,56+,Horror
USR-0100,MOV-0053,,2025-02-21,36-45,SciFi
USR-0148,MOV-0015,3,2022-12-29,56+,SciFi
USR-0052,MOV-0053,4,2023-10-11,56+,Action
USR-0143,MOV-0041,4,2023-01-18,46-55,Action
USR-0126,MOV-0027,4,2023-09-19,46-55,Horror
USR-0029,MOV-0012,,2025-09-22,56+,Comedy
USR-0139,MOV-0006,,2022-04-30,36-45,SciFi
USR-0057,MOV-0027,3,2025-01-09,26-35,Drama
USR-0015,MOV-0031,3,2024-06-23,18-25,Horror
USR-0060,MOV-0010,3,2023-07-21,26-35,SciFi
USR-0092,MOV-0025,2,2022-10-29,56+,Drama
USR-0005,MOV-0013,3,2025-06-16,26-35,Comedy
USR-0158,MOV-0049,2,2024-02-14,18-25,Comedy
USR-0014,MOV-0067,,2025-07-06,18-25,Drama
USR-0157,MOV-0045,3,2022-07-12,18-25,SciFi
USR-0087,MOV-0026,3,2023-01-28,36-45,Horror
USR-0066,MOV-0045,3,2023-06-15,56+,Action
USR-0132,MOV-0004,4,2024-12-02,26-35,Horror
USR-0161,MOV-0021,3,2025-06-10,36-45,Drama
USR-0062,MOV-0066,5,2024-10-04,56+,Horror
USR-0016,MOV-0062,4,2025-02-12,36-45,Horror
USR-0049,MOV-0039,,2025-09-15,36-45,Horror
USR-0091,MOV-0005,4,2023-12-18,26-35,Action
USR-0064,MOV-0028,,2025-02-09,36-45,SciFi
USR-0112,MOV-0028,,2022-06-06,26-35,Action
USR-0110,MOV-0025,3,2022-04-10,26-35,Action
USR-0083,MOV-0048,4,2022-05-29,46-55,SciFi
USR-0100,MOV-0002,5,2022-11-07,18-25,Action
USR-0048,MOV-0049,3,2023-08-11,56+,Horror
USR-0034,MOV-0046,2,2024-08-26,26-35,Horror
USR-0100,MOV-0041,3,2023-01-28,26-35,SciFi
USR-0048,MOV-0063,,2025-07-11,18-25,Drama
USR-0032,MOV-0045,3,2024-04-18,36-45,Drama
USR-0091,MOV-0048,2,2024-11-13,18-25,Comedy
USR-0087,MOV-0026,,2023-11-05,46-55,SciFi
USR-0003,MOV-0065,,2022-10-04,46-55,Horror
USR-0050,MOV-0024,5,2023-08-24,36-45,Comedy
USR-0148,MOV-0031,4,2022-03-25,26-35,SciFi
USR-0025,MOV-0031,5,2023-07-26,56+,SciFi
USR-0130,MOV-0035,3,2024-02-09,18-25,Drama
USR-0128,MOV-0011,5,2025-07-11,46-55,SciFi
USR-0126,MOV-0022,3,2024-11-12,18-25,Horror
USR-0153,MOV-0031,4,2024-07-09,46-55,Drama
USR-0155,MOV-0040,3,2022-07-11,46-55,Comedy
USR-0099,MOV-0010,4,2022-11-02,46-55,SciFi
USR-0005,MOV-0012,3,2022-10-10,18-25,Drama
USR-0136,MOV-0013,4,2025-06-01,18-25,Drama
USR-0039,MOV-0002,3,2025-06-19,56+,SciFi
USR-0061,MOV-0022,3,2025-06-25,26-35,Drama
USR-0074,MOV-0008,2,2022-01-22,26-35,Drama
USR-0164,MOV-0043,4,2025-09-02,36-45,Horror
USR-0029,MOV-0024,2,2023-01-12,56+,Comedy
USR-0016,MOV-0044,4,2023-04-13,18-25,SciFi
USR-0037,MOV-0013,4,2025-12-23,46-55,SciFi
USR-0037,MOV-0018,3,2023-06-21,46-55,Action
USR-0156,MOV-0067,4,2025-11-27,18-25,SciFi
USR-0094,MOV-0011,4,2022-12-29,26-35,Action
USR-0067,MOV-0057,4,2023-06-28,36-45,Drama
USR-0066,MOV-0037,3,2022-08-27,26-35,Drama
USR-0010,MOV-0011,4,2023-08-26,36-45,SciFi
USR-0110,MOV-0028,4,2025-04-07,36-45,Drama
USR-0156,MOV-0003,4,2025-11-20,36-45,Horror
USR-0055,MOV-0031,2,2024-05-06,36-45,Horror
USR-0036,MOV-0009,2,2023-06-23,36-45,Action
USR-0139,MOV-0013,4,2024-11-11,46-55,Action
USR-0050,MOV-0046,3,2022-06-19,26-35,SciFi
USR-0058,MOV-0006,2,2024-12-10,26-35,Horror
USR-0147,MOV-0006,4,2022-10-02,18-25,Horror
USR-0158,MOV-0054,4,2024-12-03,18-25,Drama
USR-0052,MOV-0028,4,2022-08-02,26-35,Drama
USR-0024,MOV-0026,3,2025-12-10,26-35,Drama
USR-0076,MOV-0057,5,2022-05-22,26-35,SciFi
USR-0091,MOV-0019,4,2023-05-11,36-45,Drama
USR-0144,MOV-0054,3,2023-03-20,36-45,Horror
USR-0115,MOV-0019,4,2025-06-01,18-25,Drama
USR-0053,MOV-0002,4,2024-01-17,56+,Comedy
USR-0013,MOV-0027,4,2023-09-09,36-45,Comedy
USR-0112,MOV-0013,3,2023-04-01,26-35,Action
USR-0013,MOV-0013,4,2025-09-26,46-55,Horror
USR-0041,MOV-0030,2,2023-09-09,36-45,Comedy
USR-0059,MOV-0054,2,2024-07-23,18-25,Horror
USR-0085,MOV-0015,5,2025-01-24,18-25,Comedy
USR-0068,MOV-0063,4,2023-02-10,26-35,Drama
USR-0137,MOV-0018,3,2023-07-31,56+,Horror
USR-0129,MOV-0026,2,2023-12-19,18-25,Comedy
USR-0022,MOV-0051,3,2023-04-01,36-45,Drama
USR-0165,MOV-0035,3,2023-10-14,46-55,SciFi
USR-0095,MOV-0027,4,2024-03-20,36-45,SciFi
USR-0019,MOV-0063,2,2023-03-28,18-25,Horror
USR-0145,MOV-0025,,2024-12-13,56+,Drama
USR-0124,MOV-0062,3,2025-10-31,56+,Drama
USR-0151,MOV-0021,,2023-06-25,26-35,Action
USR-0096,MOV-0038,3,2024-03-28,26-35,SciFi
USR-0126,MOV-0028,4,2023-09-27,26-35,Drama
USR-0050,MOV-0066,4,2023-02-02,46-55,Horror
USR-0103,MOV-0035,4,2022-12-01,46-55,SciFi
USR-0109,MOV-0067,4,2025-10-17,18-25,Action
USR-0089,MOV-0011,4,2022-01-24,46-55,Action
USR-0018,MOV-0013,3,2025-10-09,56+,Horror
USR-0027,MOV-0059,4,2024-10-24,36-45,Action
USR-0028,MOV-0051,3,2025-09-01,18-25,Action
USR-0031,MOV-0016,4,2025-04-02,36-45,Drama
USR-0101,MOV-0015,4,2025-02-23,46-55,Horror
USR-0106,MOV-0062,5,2024-04-15,56+,Drama
USR-0024,MOV-0033,3,2022-05-13,36-45,SciFi
USR-0103,MOV-0050,4,2024-03-25,26-35,Horror
USR-0160,MOV-0007,4,2023-11-05,36-45,Comedy
USR-0078,MOV-0032,4,2022-12-20,36-45,Comedy
USR-0120,MOV-0009,3,2024-03-16,36-45,Horror
USR-0127,MOV-0032,4,2023-12-13,56+,Comedy
USR-0109,MOV-0030,5,2024-05-03,46-55,Action
USR-0161,MOV-0015,2,2023-04-28,56+,Horror
USR-0157,MOV-0019,3,2024-10-16,46-55,Comedy
USR-0101,MOV-0019,3,2025-01-11,56+,SciFi
USR-0118,MOV-0034,4,2025-03-06,46-55,Action
USR-0058,MOV-0009,3,2025-02-09,56+,Horror
USR-0042,MOV-0056,3,2024-10-29,46-55,Horror
USR-0083,MOV-0013,3,2024-09-04,56+,Drama
USR-0147,MOV-0034,4,2025-05-02,18-25,Drama
USR-0123,MOV-0045,5,2024-01-03,46-55,Action
USR-0161,MOV-0016,4,2025-03-16,18-25,Horror
USR-0068,MOV-0016,4,2024-07-05,26-35,Drama
USR-0071,MOV-0062,,2022-02-15,36-45,SciFi
USR-0052,MOV-0054,3,2024-08-19,18-25,Horror
USR-0008,MOV-0022,5,2023-09-06,26-35,Horror
USR-0050,MOV-0051,4,2024-05-13,56+,Comedy
USR-0065,MOV-0014,4,2025-10-25,56+,Drama
USR-0099,MOV-0058,4,2025-06-08,56+,Drama
USR-0141,MOV-0049,3,2024-10-10,36-45,SciFi
USR-0164,MOV-0034,3,2022-07-31,26-35,SciFi
USR-0047,MOV-0041,5,2023-09-28,26-35,Action
USR-0017,MOV-0021,4,2025-04-21,18-25,Comedy
USR-0068,MOV-0067,3,2024-09-19,26-35,Horror
USR-0070,MOV-0006,3,2024-03-26,46-55,SciFi
USR-0038,MOV-0014,4,2025-08-29,36-45,SciFi
USR-0084,MOV-0024,5,2023-12-11,36-45,Action
USR-0104,MOV-0046,3,2025-08-09,26-35,Drama
USR-0039,MOV-0001,,2022-04-03,18-25,Horror
USR-0096,MOV-0030,4,2025-03-06,56+,Action
USR-0016,MOV-0030,3,2024-08-03,36-45,Comedy
USR-0149,MOV-0036,4,2023-07-05,56+,SciFi
USR-0157,MOV-0021,3,2025-09-30,26-35,Action
USR-0069,MOV-0055,4,2022-02-25,26-35,Horror
USR-0011,MOV-0012,4,2025-03-22,36-45,Drama
USR-0143,MOV-0053,4,2023-12-03,56+,Horror
USR-0161,MOV-0018,3,2023-06-25,26-35,SciFi
USR-0150,MOV-0056,3,2023-02-20,46-55,SciFi
USR-0001,MOV-0039,4,2023-05-09,18-25,SciFi
USR-0095,MOV-0032,2,2023-12-30,18-25,Action
USR-0090,MOV-0024,4,2023-11-30,36-45,SciFi
USR-0031,MOV-0037,3,2022-02-06,46-55,Action
USR-0008,MOV-0028,4,2023-07-17,36-45,Horror
USR-0147,MOV-0026,3,2025-12-18,36-45,Action
USR-0019,MOV-0045,3,2024-04-06,56+,Action
USR-0026,MOV-0015,4,2023-12-07,26-35,Horror
USR-0125,MOV-0062,3,2024-05-04,46-55,Horror
USR-0035,MOV-0039,4,2024-12-24,46-55,Comedy
USR-0123,MOV-0004,2,2022-07-27,36-45,Comedy
USR-0034,MOV-0045,5,2023-03-29,26-35,Drama
USR-0013,MOV-0007,4,2023-03-12,26-35,SciFi
USR-0120,MOV-0025,4,2022-08-02,36-45,Drama
USR-0049,MOV-0053,4,2024-09-26,46-55,Action
USR-0050,MOV-0007,4,2024-02-01,56+,SciFi
USR-0085,MOV-0043,4,2024-05-15,56+,Horror
USR-0084,MOV-0059,,2024-08-03,56+,SciFi
USR-0030,MOV-0055,5,2025-02-22,56+,Comedy
USR-0153,MOV-0006,4,2025-11-06,36-45,Comedy
USR-0018,MOV-0039,5,2023-10-08,46-55,Drama
USR-0097,MOV-0060,2,2024-06-30,26-35,Comedy
USR-0007,MOV-0010,3,2024-11-08,56+,Action
USR-0053,MOV-0053,5,2023-05-30,26-35,Drama
USR-0074,MOV-0066,3,2022-10-18,46-55,Comedy
USR-0117,MOV-0035,4,2023-02-19,36-45,Action
USR-0043,MOV-0041,4,2023-03-07,18-25,Action
USR-0070,MOV-0038,5,2025-01-28,36-45,Drama
USR-0102,MOV-0007,2,2023-06-22,26-35,SciFi
USR-0148,MOV-0049,5,2023-02-01,26-35,Horror
USR-0120,MOV-0003,3,2025-08-11,36-45,Horror
